token_id,image,Background,Skin Tone,Body Shape,Top,Eyebrows,Eye Style,Eye Color,Mouth,Hair (Front),Hair (Back),Hair Color,Hat,Necklace,Archetype of Power,Sun Sign,Moon Sign,Rising Sign,Will,Wisdom,Wonder,Woe,Wit,Wiles,Face Markings,Facewear,Hair Topper,Back Item,Earrings,Forehead Jewelry,Hair (Middle),Mask,Outerwear
1376,https://cryptocoven.s3.amazonaws.com/608c9cbf7997e0ce15e1a3a7fb4dfcac.png,Pink,Dawn,Chiseled,Shredded Top (Black),Round (Navy),Clear Graphic,Grey,Plump (Natural),Aletheia,,Auburn,Witch,,Seer,Virgo,Taurus,Capricorn,7,8,3,2,3,0,Cheek Mole,,,,,,,,Feather Robe (White)
1377,https://cryptocoven.s3.amazonaws.com/5ac0d22314d670183a73c46639cb0739.png,Pink,Night,Lithe,Vivetta Ghost Hand Collar (Black),Medium Flat (Black),Smudged Snake,Aqua,Bow (Purple),Aradia Short,Keridwen,Lavender,,,Necromancer,Sagittarius,Scorpio,Capricorn,5,9,0,9,1,8,,Septum Ring (Turquoise),Bat Wings,,Pearly Skulls (Silver),,,,
1378,https://cryptocoven.s3.amazonaws.com/86def7eeb5741339340602ede396b503.png,Rust,Sunset,Chiseled,Ragged Shawl (Black),Bushy (White),Sunset Almond,Red,Glossy Medusa (Natural),Dramatic Swoop,Dramatic Swoop,Mermaid,,,Enchantress,Cancer,Scorpio,Pisces,6,5,2,1,8,7,,Bridge Piercing,Crown of Pearls,Chinese Lantern,,,Dark Lady,,
1379,https://cryptocoven.s3.amazonaws.com/80a92a91f58676313b1aa35e8b8a1444.png,Taupe,Dusk,Lithe,Sheer Top (Black),Bushy (Brown),Circle Lens,Hazel,Bow (Coral),Aletheia,Cute Pigtails,Mermaid,,Ethereum Thread (Natural),Seer,Pisces,Virgo,Taurus,7,7,3,0,1,6,,,,Lily,,Ethereum Diadem (Silver),,,
1380,https://cryptocoven.s3.amazonaws.com/8cdb8534dde9ca085b3e386d831e58a2.png,Sea,Night,Lithe,Sheer Top (Black),Strong (Black),Hooded Side,Pink,Round (Dark),Xuannu,High Blowout,Lilac,,,Mage,Capricorn,Gemini,Aquarius,7,4,8,2,6,1,,,,Mage Aura (Orange),Basic Piercings (Silver),,,,
1381,https://cryptocoven.s3.amazonaws.com/8fbb2389cc9b268d1f62470fc16f273c.png,Rust,Day,Chiseled,Shroud (Dusty Rose),Round (Navy),Hooded Side,Amber,Plump (Natural),Drill Curls,Soft Braid,Platinum,Witch,,Hag,Aries,Taurus,Pisces,2,5,7,8,4,6,,Bridge Piercing,,Monstera,Basic Piercings (Silver),,,,
1382,https://cryptocoven.s3.amazonaws.com/e79e0d6e8ec8fac6d2ab31aef624f645.png,Pink,Dawn,Lithe,Shroud (Lilac),Round (Navy),Sunset Almond,Gold,Plump (Natural),Baby Drill Curls,Drill Cloud,Mauve,,,Hag,Cancer,Libra,Taurus,3,3,9,0,2,7,Mark of the Wanderer,,,Chinese Lantern,Basic Piercings (Silver),,,Butterfly (Gold),
1383,https://cryptocoven.s3.amazonaws.com/2506901dcaa4c390853615565cb518d5.png,Pink,Day,Lithe,Sheer Striped (Black),Thin Arched (Grey),Sunset Almond,Red,Bow (Coral),Xuannu,Low Pony,Navy,,Creepy Yeha Pearls (Pearl),Necromancer,Virgo,Taurus,Capricorn,4,5,7,7,2,7,Cheek Mole,Bridge Piercing,,Lily,Pearly Skulls (Silver),,,,
1384,https://cryptocoven.s3.amazonaws.com/cfc280bd8744487d8129fbdca26f7772.png,Rust,Day,Lithe,Shroud (Lilac),Strong (Black),Circle Lens,Grey Green,Bow (Dusk),Curtain,Soft Waves,Mermaid,,,Enchantress,Libra,Gemini,Aries,8,0,3,2,7,2,,,Crown of Pearls,Lily,,Simple Circlet (Silver),,,
1385,https://cryptocoven.s3.amazonaws.com/b5fe60f27ab3578cea1b2f2e38f84011.png,Peach,Sunset,Lithe,Sheer Sleeves (Black),Bushy (White),Circle Lens,Bicolor Blue Gold,Round (Dark),Miranda Priestly,Miranda Priestly,White,,,Seer,Leo,Taurus,Scorpio,5,6,9,8,1,6,Cheek and Chin Mole,Labret (Silver),,,Beaded Tassel (Ruby),,,,
1386,https://cryptocoven.s3.amazonaws.com/abb8975aa8b167fe5f2f562fa36db4ee.png,Sea,Twilight,Soft,Ragged Shawl (Black),Bushy (White),Hooded Side,Glo,Bow (Brown),High Pony,,Glo,,,Mage,Cancer,Virgo,Pisces,8,2,4,9,3,6,,Jeweled Septum Ring (Blue),,Scripted Mage Aura (Green),Basic Piercings (Silver),,,,
1387,https://cryptocoven.s3.amazonaws.com/9c65f578786a74dca75b7cd5d2c47f44.png,Taupe,Sunset,Lithe,Striped Shroud (Umber),Arched (Brown),Smudged Monolid,Green,Witchy Pout (Black),Nyx,Calm Pigtails,Auburn,,Studded Collar (Silver),Occultist,Sagittarius,Sagittarius,Gemini,6,8,4,4,6,5,,,Gentle Horns,,Howl Gems (Purple),,,,
1388,https://cryptocoven.s3.amazonaws.com/43be0b23e363d2e2c346d76fe17ffa81.png,Rust,Dusk,Chiseled,Mock Neck (Black),Bushy (Brown),Smudged Snake,Gold,Glossy Medusa (Natural),Xuannu,Nyx Long,Lilac,,,Occultist,Capricorn,Sagittarius,Capricorn,5,3,8,8,2,9,Daedra,Givenchy Nosering (Silver),,Lily,,,,,
1389,https://cryptocoven.s3.amazonaws.com/399586b3b07c255919c0cc17325e04bd.png,Taupe,Sunset,Lithe,Straps (Black),Bushy (Brown),Hypnotic,Pink,Bow (Coral),Gelled Baby Hair,,Black,,,Occultist,Aquarius,Virgo,Capricorn,0,7,6,9,1,9,Mark of the Mantis,Bridge Piercing,Horns of Taurus,,,,,,
1390,https://cryptocoven.s3.amazonaws.com/c6108cb6a578772fd0caf26ee673d3ec.png,Sea,Twilight,Lithe,Straps (Black),Round (Navy),Blank,Glo,Parted (Black),Aletheia,Aletheia,Navy,,,Seer,Aries,Sagittarius,Libra,9,7,1,4,1,8,,Eyepatch (Rose),,,Piercing Eye (Pink),,,,
1391,https://cryptocoven.s3.amazonaws.com/2c414e8b642101ed47bef12c5af10772.png,Sea,Sunset,Chiseled,Ragged Shawl (Black),Medium Flat (Black),Circle Lens,Pink,Dark Gloss (Dark),High Pony,,Ethereum,,,Occultist,Capricorn,Scorpio,Scorpio,4,8,2,9,5,8,Mark of the Mantis,,,Chinese Lantern,,,,,Bone Corset (White)
1392,https://cryptocoven.s3.amazonaws.com/323bfe3da7a3ce24802ed38a4ab9b701.png,Rust,Sunset,Lithe,Shroud (Lilac),Medium Flat (Black),Babylash,Blue,Bow (Red),Xuannu,,Lavender,Sheer Moon Xuannu Veil (Purple),,Enchantress,Sagittarius,Pisces,Scorpio,3,6,3,3,7,4,,Septum Ring (Turquoise),,Monstera,Basic Piercings (Silver),,,,
1393,https://cryptocoven.s3.amazonaws.com/40fc1d26ef76959b527b9afed54fbd24.png,Plum,Dawn,Chiseled,Mugler Collarbone Cutout (Black),Thin Arched (Grey),Smudged,Green,Thin Smirk (Orange),Xuannu,Low Pony,Lavender,,,Necromancer,Scorpio,Capricorn,Virgo,5,4,8,7,8,7,,,Bat Wings,Chinese Lantern,,,,,
1394,https://cryptocoven.s3.amazonaws.com/5d9ee5b84644006eeff327677bedb1a4.png,Pink,Twilight,Lithe,Off Shoulder (Black),Strong (Black),Smudged,Red,Bow (Purple),Aletheia,Flowy Pony,Lavender,,,Occultist,Pisces,Scorpio,Cancer,5,5,4,7,6,9,Mangekyō Markings (Black),,,,Bone Hoops (Silver),,,,
1395,https://cryptocoven.s3.amazonaws.com/d883d43cadfa4e67e70ba848e5a0346a.png,Moss,Midnight,Chiseled,Striped Shroud (Umber),Thin Arched (Grey),Hooded Side,Carnelian,Witchy Pout (Black),Xuannu,Nyx Long,Platinum,Young Floral Horns,Studded Collar (Silver),Hag,Aquarius,Virgo,Scorpio,6,4,9,7,7,2,,Jeweled Septum Ring (Blue),,Lily,,,,,
1396,https://cryptocoven.s3.amazonaws.com/49fd75ce01188972cc79b5981f834a86.png,Plum,Midnight,Soft,Ragged Shawl (Black),Round (Navy),Smudged,Gold,Parted (Beige),High Pony,,Ash,,,Mage,Sagittarius,Sagittarius,Capricorn,6,4,4,9,3,7,,,,Scripted Circle (Blue),,,,,
1397,https://cryptocoven.s3.amazonaws.com/2e12dee913b4c430c4eadc409abd1ef7.png,Sea,Day,Lithe,Sheer Top (Black),Strong (Black),Circle Lens,Bicolor Pink Turquoise,Bow (Purple),Baby Drill Curls,,Mermaid,Witch,,Mage,Aquarius,Cancer,Capricorn,7,3,9,6,6,6,,,,,,,,,
1398,https://cryptocoven.s3.amazonaws.com/c81f7e014eead1d662e1b608c311ecb7.png,Lavender,Dawn,Chiseled,Ragged Shawl (Black),Thin Arched (Grey),Circle Lens,Grey Green,Parted (Beige),Curtain,Nyx Long,Ash,Witch,,Seer,Scorpio,Pisces,Taurus,9,5,3,1,8,1,,Eyepatch (Rose),,,,,,,
1399,https://cryptocoven.s3.amazonaws.com/24b45df8b8fa8b90ddb2d33fd55c75f4.png,Lavender,Day,Soft,Shroud (Sage),Bushy (White),Alert,Grey,Medusa (Natural),Keridwen,,Silver,,,Enchantress,Cancer,Leo,Virgo,9,4,5,1,4,6,Cheek Mole,Pearl Veil,Crown of Pearls,,,,,,
1400,https://cryptocoven.s3.amazonaws.com/9977fed23e930004ba4c7c664382475d.png,Peach,Sunset,Lithe,Shroud (Dusty Rose),Pencil (White),Smudged Snake,Glo,Parted (Black),Nyx,Soft Braid,Mauve,Witch,,Seer,Taurus,Capricorn,Virgo,9,4,2,6,4,3,Nose Bridge Scar,,,Monstera,,,,,
1401,https://cryptocoven.s3.amazonaws.com/343a5740a69796f31cd6d3413528c95a.png,Lavender,Midnight,Chiseled,Vivetta Ghost Hand Collar (Black),Bushy (Brown),Sunset Almond,Red,Parted (Black),High Pony,,Silver,,,Necromancer,Capricorn,Capricorn,Leo,3,2,7,9,3,8,,,,Monstera,,,,,
1402,https://cryptocoven.s3.amazonaws.com/1c2255ddd45a4564e1f177d253c97eb9.png,Peach,Dawn,Lithe,Mock Neck (Black),Arched (Brown),Circle Lens,Grey Green,Bow (Coral),Aradia Short,Keridwen,Steel,,,Occultist,Sagittarius,Libra,Leo,2,8,6,9,8,4,,Labret (Silver),,Monstera,,Darkened Demon Third Eye (Glo),,,
1403,https://cryptocoven.s3.amazonaws.com/4e61cf93044e14bd2d9978308746d585.png,Plum,Day,Lithe,Shredded Top (Black),Bushy (Brown),Circle Lens,Lilac,Glossy Medusa (Natural),Curl Cloud,Flowy Pony,Pink,,,Occultist,Capricorn,Virgo,Pisces,1,1,7,3,6,8,,,Maleficent Horns,,,Darkened Demon Third Eye (Glo),,,
1404,https://cryptocoven.s3.amazonaws.com/b95438c7751d7250b222b511be66822e.png,Pink,Night,Lithe,Mugler Collarbone Cutout (Black),Pencil (White),Circle Lens,Bicolor Blue Gold,Plump (Natural),Bald,,,,,Occultist,Gemini,Taurus,Leo,5,5,4,9,5,5,,,Maleficent Horns,Lily,Mandible Cuffs (Natural),,,,
1405,https://cryptocoven.s3.amazonaws.com/c906b2908af1217bac8d9c0471a26b58.png,Taupe,Night,Soft,Shroud (Lilac),Bushy (White),Circle Lens,Green,Bow (Brown),Baby Drill Curls,Soft Braid,Mauve,Hoodlondon Hathor (Gold),,Seer,Virgo,Libra,Cancer,4,3,4,1,7,3,,Septum Ring (Turquoise),,Chinese Lantern,,,,,
1406,https://cryptocoven.s3.amazonaws.com/1833fbee51ddb5307c3b47d985684066.png,Lavender,Sunset,Soft,Poet (White),Arched (Brown),Sclera,Red,Medusa (Natural),Xuannu,Nyx Long,Mermaid,,Ring Collar (Silver),Occultist,Taurus,Gemini,Taurus,1,8,0,5,7,6,,Septum Ring (Turquoise),,Monstera,,,,,
1407,https://cryptocoven.s3.amazonaws.com/14fc372ac5ed814171df84af2fcf7922.png,Rust,Twilight,Soft,Ragged Shawl (Black),Bushy (Brown),Babylash,Grey,Plump (Natural),Drill Curls,,Silver,,Thread Necklace (Natural),Hag,Aquarius,Libra,Aquarius,2,9,3,5,4,5,,,,,,,,,Crochet (White)
1408,https://cryptocoven.s3.amazonaws.com/e12bfd827fd700726fd4f18441a65cca.png,Plum,Night,Lithe,Mugler Tailored (White),Round (Navy),Babylash,Grey,Glossy Medusa (Natural),Curtain,Keridwen,Platinum,,,Seer,Scorpio,Leo,Scorpio,7,7,1,4,5,1,,,,,,Raised Third Eye (Red),,,
1409,https://cryptocoven.s3.amazonaws.com/428e634c1d2e2d09b2554815bb70f875.png,Sea,Night,Lithe,Straps (Black),Round (Navy),Circle Lens,Green,Bow (Red),Box Braids,Bubble Braids,Black,,,Mage,Libra,Libra,Libra,8,5,4,2,0,8,Nose Bridge Scar,,Bat Wings,Chinese Lantern,,,Double Locs,,
1410,https://cryptocoven.s3.amazonaws.com/00a57d9e1601d79ad619ecf14e151e42.png,Taupe,Day,Chiseled,Mugler Tailored (White),Strong (Black),Babylash,Pink,Bow (Coral),Baby Drill Curls,,Ash,Witch,Piercing Choker (Blue),Seer,Taurus,Sagittarius,Gemini,4,4,8,8,2,0,,Eyepatch (Rose),,Chinese Lantern,,,,,
1411,https://cryptocoven.s3.amazonaws.com/39768223655ba89c1a50e2aface2c394.png,Moss,Dawn,Lithe,Fluffy Shroud (White),Pencil (White),Sunset Almond,Red,Glossy Medusa (Natural),Aletheia,,Mermaid,,,Hag,Scorpio,Aries,Virgo,1,8,6,1,8,4,Star Mark (White),Jeweled Septum Ring (Blue),,Monstera,,,Dark Lady,,
1412,https://cryptocoven.s3.amazonaws.com/e79165dbce1e80aaeb56dee0fee7c33f.png,Taupe,Sunset,Chiseled,Straps (Black),Strong (Black),Babylash,Pink,Full Pout (Beige),Aradia,Aradia,Mauve,Arcane Stars (Black),Thread Necklace (Natural),Hag,Aquarius,Taurus,Capricorn,1,9,5,6,6,1,,,,Chinese Lantern,Basic Piercings (Silver),,,,
1413,https://cryptocoven.s3.amazonaws.com/8661bbc2baf8372a208e9b3fd671b807.png,Moss,Sunset,Lithe,Vivetta Ghost Hand Collar (Black),Strong (Black),Hooded Side,Pink,Bow (Dusk),High Pony,,Glo,,,Mage,Gemini,Pisces,Sagittarius,2,4,2,6,3,6,,Scripted Octagon Glasses (Purple),,,,,,,
1414,https://cryptocoven.s3.amazonaws.com/85294813dfd38692bd02d954973b8d14.png,Peach,Dawn,Lithe,Poet (White),Thin Arched (Grey),Smudged,Gold,Steady Pout,Aradia,Aradia,Mauve,Witch,,Occultist,Leo,Leo,Pisces,6,1,8,9,8,9,Cheek and Chin Mole,,,Monstera,,,,,
1415,https://cryptocoven.s3.amazonaws.com/993c968aa4a91f2c5918a4ced1361840.png,Sea,Dawn,Lithe,Leather Neck Piece (Black),Round (Navy),Babylash,Pink,Glossy Medusa (Natural),Bald,,,Proper Witch,,Necromancer,Cancer,Pisces,Aries,3,2,8,4,7,5,,,,Chinese Lantern,,,,,
1416,https://cryptocoven.s3.amazonaws.com/5f1fac1b256468794d24ef9e0738a2c6.png,Pink,Midnight,Soft,Moon Bow (Red),Strong (Black),Hooded Side,Gold,Parted (Beige),Baby Drill Curls,Flowy Pony,Lilac,,,Mage,Libra,Capricorn,Gemini,7,5,5,4,2,6,,Bridge Piercing,,,,,,,
1417,https://cryptocoven.s3.amazonaws.com/ee46d10327bc6585ea9cc3d616119f44.png,Peach,Sunset,Soft,Poet (White),Pierced (White),Hooded Side,Gold,Bow (Red),Aletheia,Aletheia,Ash,Witch,Eclectic Choker Stack (Red),Occultist,Cancer,Cancer,Scorpio,3,2,3,5,3,9,Horned Moon Markings (Red),,,Monstera,,,,,
1418,https://cryptocoven.s3.amazonaws.com/00f2ab9ff376f22eb0f5227431198512.png,Peach,Day,Soft,Open Collar with Bow (Black),Pencil (White),Sunset Almond,Violet,Plump (Black),Baby Drill Curls,Drill Cloud,Silver,,,Hag,Gemini,Pisces,Cancer,2,9,5,3,7,5,Cheek Mole,Simple Septum Ring (Silver),,,,,,,
1419,https://cryptocoven.s3.amazonaws.com/a5cabf33e6a6b1ce003fdc82d88eec29.png,Taupe,Sunset,Lithe,Romantic Puff (White),Bushy (White),Babylash,Green,Steady Pout,Curtain,Keridwen,Lavender,,,Hag,Virgo,Pisces,Capricorn,5,3,4,1,7,2,,Bridge Piercing,,,,,Dark Lady,,
1420,https://cryptocoven.s3.amazonaws.com/08c58b53a1efecbb10a3abeae9772add.png,Rust,Twilight,Soft,Shroud (Dusk),Bushy (Brown),Circle Lens,Hazel,Round (Dark),Aradia Short,Flowy Pony,Mauve,,,Enchantress,Scorpio,Aquarius,Aries,6,6,4,7,9,8,,,,Chinese Lantern,Ethereum Hoops (Silver),Ethereum Diadem (Silver),,,
1421,https://cryptocoven.s3.amazonaws.com/56d5fdaa6c8203850a2213c904e6bd18.png,Rust,Dawn,Chiseled,Mugler Slashed (Black),Bushy (Brown),Reverse Cateye,Opal,Bow (Red),Jeweled Hood Covered,Jeweled Hood,Saffron,,,Enchantress,Leo,Sagittarius,Scorpio,3,1,6,2,9,4,,Givenchy Nosering (Gold),,,,,,,
1422,https://cryptocoven.s3.amazonaws.com/edd049705f7fb9bc67755e40e0d63b19.png,Pink,Twilight,Chiseled,Sheer Sleeves (Black),Round (Navy),Circle Lens,Pink,Plump (Natural),Curl Cloud,,Mermaid,,,Mage,Virgo,Scorpio,Capricorn,5,6,9,9,1,7,Mage Script Melovesmealot (Blue),,Bat Wings,,,,,,
1423,https://cryptocoven.s3.amazonaws.com/49cb29e5067e38ecff53fe88c31686b5.png,Plum,Night,Lithe,Shredded Top (Black),Bushy (Brown),Sclera,Gold,Bow (Purple),Nyx,Cute Pigtails,Ash,,Thread Necklace (Natural),Occultist,Aries,Libra,Sagittarius,8,7,1,9,5,4,,Labret (Silver),,Monstera,,,,,
1424,https://cryptocoven.s3.amazonaws.com/3c4db834623b5455d030e59ec15deed5.png,Moss,Night,Lithe,Victorian Frippery (White),Medium Flat (Black),Smudged Snake,Pink,Bow (Red),Miranda Priestly,,Mermaid,,,Necromancer,Capricorn,Capricorn,Scorpio,8,5,6,5,7,0,Cheek and Chin Mole,Sad Girl Tears,,,,,,,
1425,https://cryptocoven.s3.amazonaws.com/f347b571581bcf2d41c0182a6735b864.png,Pink,Dawn,Chiseled,Straps (Black),Bushy (Brown),Demon,Red,Plump (Natural),High Pony,,Steel,,,Occultist,Libra,Capricorn,Cancer,2,1,3,9,6,3,,,,Lily,,,,,Bone Corset (Black)
1426,https://cryptocoven.s3.amazonaws.com/f6e9bdcd9a271e75f1a4fb9f85d68200.png,Peach,Twilight,Chiseled,Straps (Black),Thin Arched (Grey),Circle Lens,Green,Bow (Coral),Xuannu,Soft Braid,Mauve,Witch,,Enchantress,Sagittarius,Virgo,Pisces,5,4,5,5,9,9,,Sad Girl Tears,,Lily,,,,,
1427,https://cryptocoven.s3.amazonaws.com/14e32229f171ddd2dc906c5b8a4b15a7.png,Sea,Dawn,Lithe,Sheer Sleeves (Black),Pencil (White),Circle Lens,Bicolor Pink Turquoise,Bow (Purple),Bald,,,Rounded Lady,,Necromancer,Leo,Leo,Cancer,9,6,3,7,6,7,Cheek and Chin Mole,,,Lily,,,,Moth Gauze (White),
1428,https://cryptocoven.s3.amazonaws.com/f74a2f2ccd3039f1bc32ae83aa5567bd.png,Lavender,Sunset,Chiseled,Shredded Top (Black),Strong (Black),Sunset Almond,Gold,Bow (Purple),Bald,,,,,Occultist,Gemini,Pisces,Cancer,7,7,0,9,3,3,,Sad Girl Tears,Maleficent Horns,,,Demon Third Eye (Black),,,
1429,https://cryptocoven.s3.amazonaws.com/e1bbc759e7a2ad6e050c02f406ba5166.png,Lavender,Twilight,Lithe,Feathered Cloak (Red),Medium Flat (Black),Sunset Almond,Violet,Round (Red),Dramatic Swoop,Dramatic Swoop,Lilac,,Creepy Yeha Pearls (Pearl),Enchantress,Gemini,Taurus,Aries,8,1,6,1,8,6,,,Feathered Hairpins,Monstera,,,,,
1430,https://cryptocoven.s3.amazonaws.com/42ef57a1117c1ed8b0e10c0b5a44558e.png,Rust,Midnight,Lithe,Mock Neck (Black),Round (Navy),Sunset Almond,Violet,Bow (Purple),Curl Cloud,Curl Cloud,Silver,,,Hag,Pisces,Gemini,Aries,1,7,7,6,7,8,Moon Mark (White),,Anemone Horns,,,,,,
1431,https://cryptocoven.s3.amazonaws.com/62f1c87ff72a00fa788e75c60bdd5cab.png,Taupe,Day,Soft,Mugler Collarbone Cutout (Black),Pencil (White),Circle Lens,Hazel,Parted (Black),Dramatic Swoop,Dramatic Swoop,Ash,,,Necromancer,Scorpio,Cancer,Leo,6,2,3,7,0,6,Cheek Mole,,,,,,,,
1432,https://cryptocoven.s3.amazonaws.com/1f56e2f1175d647d9a143f3e741c04af.png,Sea,Dawn,Lithe,Striped Shroud (Umber),Arched (Brown),Sclera,Gold,Bow (Purple),Aradia Short,,Ash,,,Occultist,Gemini,Pisces,Leo,0,3,0,9,6,9,Mangekyō Markings (Black),,,Monstera,,,,,
1433,https://cryptocoven.s3.amazonaws.com/27abb74b7d733fd3f58ac7b869f6fb75.png,Moss,Dusk,Lithe,Sheer Striped (Black),Arched (Brown),Babylash,Pink,Bow (Dusk),Curl Cloud,Curl Cloud,Ash,,,Necromancer,Virgo,Pisces,Aries,5,1,1,7,8,3,Freckles,,,Monstera,Pearly Skulls (Silver),,,,
1434,https://cryptocoven.s3.amazonaws.com/f7f1968752887c6f002b11b7bc448164.png,Peach,Dawn,Lithe,Mugler Tailored (White),Thin Arched (Grey),Circle Lens,Hazel,Round (Red),Curl Cloud,,Lilac,Witch,Eclectic Choker Stack (Blue),Seer,Virgo,Capricorn,Scorpio,9,9,1,7,3,0,Nose Bridge Scar,Septum Ring (Turquoise),,,,,,,
1435,https://cryptocoven.s3.amazonaws.com/6965d5e667f9682f4abdde2058b738ff.png,Plum,Day,Lithe,Mugler Tailored (White),Strong (Black),Babylash,Grey,Plump (Natural),Aradia Short,Soft Braid,Navy,Hoodlondon Hathor (Gold),Metal Collar (Silver),Enchantress,Virgo,Taurus,Scorpio,3,5,6,8,9,9,,,,,,,,Moth Gauze (White),
1436,https://cryptocoven.s3.amazonaws.com/5efe1b8b92f6e5eabdf175e6883d16dc.png,Lavender,Day,Lithe,Vivetta Hand Collar (Red),Bushy (Brown),Circle Lens,Grey Green,Bow (Red),Dramatic Swoop,Dramatic Swoop,Plum,,,Necromancer,Sagittarius,Cancer,Taurus,5,6,0,9,2,4,,,Bat Wings,,,,,,
1437,https://cryptocoven.s3.amazonaws.com/1f30dd2b8fed0523c2ba73f92e0da79b.png,Sea,Dawn,Lithe,Sheer Sleeves (Black),Medium Flat (Black),Circle Lens,Pink,Glossy Medusa (Natural),Miranda Priestly,,Mauve,,Pearl Set (Pearl),Necromancer,Leo,Gemini,Capricorn,9,5,8,9,7,7,,,,,,,,,
1438,https://cryptocoven.s3.amazonaws.com/d1f21ceb3f710ebbd9f408274aee1193.png,Sea,Dawn,Lithe,Off Shoulder (Black),Medium Flat (Black),Sclera,Gold,Parted (Beige),Xuannu,,Lilac,,Eclectic Choker Stack (Red),Occultist,Virgo,Sagittarius,Aries,0,0,5,9,4,7,Claw Marked (Black),,Gentle Horns,Monstera,,,Cute Buns,,
1439,https://cryptocoven.s3.amazonaws.com/06f2d257933e93fcdb1f93cfbf1a818d.png,Sea,Day,Chiseled,Mugler Collarbone Cutout (Black),Strong (Black),Circle Lens,Pink,Thin Smirk (Orange),Baby Drill Curls,Soft Braid,Glo,,,Mage,Aries,Gemini,Gemini,3,4,5,8,6,4,Mage Script Helm (Green),,Bat Wings,Scripted Mage Aura (Purple),Basic Piercings (Silver),,Cute Buns,,
1440,https://cryptocoven.s3.amazonaws.com/b21ddc0d157ec87790b975f574e2b45a.png,Peach,Twilight,Soft,Mugler Collarbone Cutout (Black),Arched (Brown),Darkened Demon Bloom,Emerald,Bow (Coral),Aradia Short,Keridwen,Silver,,,Occultist,Capricorn,Scorpio,Taurus,4,2,3,5,8,7,,,Horns of Taurus,Lily,Fang Charm (Blue),,,,
1441,https://cryptocoven.s3.amazonaws.com/69f3d5420b73db3367faa0827769535e.png,Lavender,Midnight,Chiseled,Shroud (Dusk),Round (Navy),Circle Lens,Bicolor Pink Turquoise,Bow (Purple),Aletheia,Soft Waves,Mauve,,,Hag,Scorpio,Capricorn,Aquarius,4,5,5,4,8,8,,,Leafy Crown,,,,,,
1442,https://cryptocoven.s3.amazonaws.com/4d1b5e521ceffd242cd6d389cbfd0532.png,Lavender,Sunset,Lithe,Off Shoulder (Black),Arched (Brown),Babylash,Pink,Plump (Natural),Nyx,Xuannu,Mauve,Hoodlondon Hathor (Gold),,Enchantress,Sagittarius,Scorpio,Sagittarius,6,7,5,1,9,9,Cheek and Chin Mole,,,,,,,,
1443,https://cryptocoven.s3.amazonaws.com/021bca0650aa3c74b0425f3ee85ba81a.png,Taupe,Twilight,Lithe,Open Collar with Flowers (White),Medium Flat (Black),Babylash,Pink,Witchy Pout (Black),Drill Curls,Soft Braid,Lilac,Twin Snakes,,Hag,Sagittarius,Leo,Aquarius,5,9,9,8,9,3,,Labret (Silver),,,,,,,
1444,https://cryptocoven.s3.amazonaws.com/65728560b11ddae815ee00f1823730a7.png,Pink,Twilight,Chiseled,Wide Collared Shirt (White),Medium Flat (Black),Smudged,Red,Dark Gloss (Dark),Xuannu,,Platinum,,,Necromancer,Scorpio,Sagittarius,Aquarius,9,9,6,8,0,4,,Sad Girl Tears,,,,,,,
1445,https://cryptocoven.s3.amazonaws.com/04aa8b52311b4ec0b0ea6b3f6b16919e.png,Rust,Midnight,Lithe,Striped Shroud (Umber),Strong (Black),Sunset Almond,Red,Parted (Beige),Xuannu,Low Pony,Platinum,,,Hag,Leo,Pisces,Libra,1,9,7,0,2,1,,,,Monstera,,,,,
1446,https://cryptocoven.s3.amazonaws.com/c770d44b7c55230d6907528683bda702.png,Rust,Dawn,Chiseled,Open Collar with Bow (Black),Pencil (White),Hooded Side,Carnelian,Parted (Beige),Drill Curls,Drill Cloud,Lavender,,,Hag,Gemini,Taurus,Gemini,0,6,9,0,7,0,Mark of the Chained Moon (White),,Anemone Horns,,,,,,
1447,https://cryptocoven.s3.amazonaws.com/7b2b7280bafa37d5098b5ed6bbf608ce.png,Pink,Sunset,Chiseled,Feathered Cloak (Phoenix),Pencil (White),Shadowed,Purple,Full Pout (Beige),Gelled Baby Hair,Bubble Braids,Black,,Metal Collar (Silver),Enchantress,Pisces,Cancer,Leo,2,5,5,6,4,9,Nose Bridge Scar,Givenchy Nosering (Gold),Feathered Hairpins,,Basic Piercings (Silver),,,,
1448,https://cryptocoven.s3.amazonaws.com/f6a046fd7b0145065b2e06ced9012fd6.png,Lavender,Midnight,Lithe,Mugler Collarbone Cutout (Black),Round (Navy),Babylash,Pink,Glossy Medusa (Natural),Curtain,Xuannu,Silver,Witch,,Enchantress,Cancer,Gemini,Leo,9,5,4,1,3,6,,,,,,Simple Circlet (Silver),,,
1449,https://cryptocoven.s3.amazonaws.com/e0f9ad20f804b86ca93b3e225d8dbd18.png,Plum,Day,Soft,Shroud (Dusk),Bushy (White),Hooded Side,Amber,Round (Red),Aletheia,Aletheia,Silver,Hoodlondon Hathor (Gold),,Enchantress,Cancer,Sagittarius,Cancer,8,4,1,1,7,5,,,,,,,,Moth Gauze (White),
1450,https://cryptocoven.s3.amazonaws.com/6556e456abbe420fd8ce43da5cc43586.png,Rust,Day,Chiseled,Ragged Shawl (Black),Bushy (Brown),Babylash,Pink,Bow (Red),Curtain,,Steel,Many Eyed Hat,,Hag,Virgo,Cancer,Leo,8,7,3,8,2,4,,,,,,,,,
